name;label;top;left;height;width
8232.png;2;13;55;37;16
8232.png;1;11;70;37;12
8233.png;1;28;78;24;7
8233.png;1;28;87;24;7
8234.png;4;7;57;50;18
8234.png;10;5;72;50;22
8235.png;3;64;101;44;11
8235.png;3;58;119;44;14
8235.png;4;60;140;44;12
8236.png;3;7;30;22;8
8236.png;3;6;38;22;14
8237.png;7;3;19;14;7
8237.png;10;3;27;14;7
8238.png;1;8;35;34;12
8238.png;1;8;47;34;11
8238.png;7;8;57;34;17
8239.png;3;3;37;38;18
8239.png;10;10;57;38;13
8240.png;5;7;32;30;16
8241.png;3;2;21;23;11
8241.png;6;1;36;23;12
8242.png;1;9;56;58;17
8242.png;1;7;72;58;15
8242.png;7;9;89;58;22
8243.png;1;15;50;31;13
8243.png;5;15;66;31;14
8243.png;7;13;78;31;20
8243.png;9;14;97;31;17
8244.png;5;14;70;47;30
8244.png;1;16;99;47;20
8245.png;8;18;89;75;38
8245.png;6;16;126;75;39
8246.png;2;7;34;26;13
8246.png;2;4;47;26;14
8246.png;3;7;67;26;13
8247.png;2;2;21;33;25
8247.png;8;1;42;33;15
8248.png;3;14;92;107;74
8249.png;6;5;27;23;13
8249.png;2;5;38;23;14
8250.png;2;8;76;86;40
8250.png;1;11;113;86;35
8251.png;6;5;27;26;16
8252.png;7;2;31;35;20
8252.png;9;5;51;35;19
8253.png;1;27;174;44;23
8253.png;10;21;189;44;24
8254.png;1;4;30;40;15
8254.png;4;6;43;40;21
8255.png;1;1;15;18;5
8255.png;2;1;19;18;9
8256.png;1;5;51;62;21
8256.png;1;5;74;62;19
8256.png;5;10;89;62;28
8257.png;4;3;44;41;14
8257.png;3;4;64;41;14
8258.png;1;31;71;33;21
8258.png;6;22;82;33;23
8258.png;1;18;99;33;20
8259.png;1;14;55;39;12
8259.png;4;12;67;39;18
8260.png;3;25;76;57;34
8260.png;2;18;107;57;40
8261.png;3;19;38;18;11
8261.png;3;20;47;18;12
8262.png;2;48;267;46;37
8262.png;2;45;290;46;30
8262.png;8;47;313;46;29
8263.png;2;6;37;31;12
8263.png;7;7;49;31;12
8264.png;3;5;25;19;7
8265.png;1;1;21;23;3
8265.png;5;1;25;23;9
8266.png;4;5;26;21;8
8266.png;9;5;33;21;11
8267.png;1;8;26;23;8
8267.png;8;6;35;23;11
8267.png;1;5;49;23;12
8268.png;5;9;35;31;17
8268.png;8;10;53;31;20
8269.png;5;3;28;20;14
8269.png;5;6;43;20;11
8270.png;4;9;50;40;14
8270.png;2;8;63;40;15
8271.png;6;10;39;25;13
8271.png;6;9;54;25;12
8272.png;5;8;36;29;18
8272.png;7;8;56;29;14
8272.png;3;9;72;29;20
8273.png;3;13;54;47;15
8273.png;7;9;71;47;18
8274.png;5;9;57;24;14
8274.png;4;8;72;24;16
8274.png;3;9;88;24;16
8275.png;2;8;60;44;20
8275.png;2;9;77;44;18
8275.png;4;12;98;44;18
8275.png;4;15;113;44;23
8276.png;3;3;17;14;4
8276.png;10;2;21;14;6
8277.png;2;2;24;33;18
8277.png;10;2;41;33;18
8277.png;3;1;55;33;22
8278.png;4;7;22;22;12
8278.png;2;6;33;22;12
8279.png;2;40;105;38;17
8279.png;3;36;120;38;13
8280.png;1;1;37;48;17
8280.png;3;3;52;48;22
8280.png;8;5;73;48;24
8281.png;5;22;69;49;17
8281.png;7;17;86;49;15
8282.png;7;4;19;15;5
8282.png;3;5;24;15;7
8283.png;2;7;32;26;14
8283.png;4;8;45;26;17
8284.png;8;7;38;34;20
8284.png;9;9;60;34;18
8285.png;1;1;23;29;14
8285.png;9;1;37;29;13
8285.png;5;1;50;29;16
8286.png;7;11;51;62;24
8286.png;3;6;68;62;26
8287.png;4;2;17;18;9
8287.png;3;1;25;18;9
8288.png;5;9;35;30;19
8289.png;3;1;15;18;8
8289.png;7;1;24;18;9
8290.png;1;12;41;23;8
8290.png;7;11;49;23;14
8291.png;2;2;23;22;14
8291.png;5;4;38;22;15
8292.png;3;2;29;43;31
8292.png;10;3;60;43;32
8292.png;4;4;90;43;27
8293.png;5;9;46;46;24
8293.png;3;8;69;46;27
8294.png;1;4;18;17;7
8294.png;3;3;23;17;10
8294.png;2;3;31;17;11
8295.png;1;1;12;14;7
8295.png;7;1;18;14;7
8295.png;3;1;26;14;7
8296.png;4;9;35;21;8
8297.png;1;5;20;16;5
8297.png;6;5;26;16;9
8298.png;2;24;78;32;19
8298.png;8;20;101;32;19
8299.png;5;2;20;23;9
8299.png;1;1;29;23;10
8300.png;1;19;49;39;12
8300.png;9;16;58;39;24
8300.png;1;11;75;39;22
8301.png;4;16;38;33;9
8301.png;3;11;47;33;8
8302.png;3;2;23;20;14
8303.png;8;1;14;17;10
8303.png;5;1;23;17;9
8304.png;6;1;20;29;18
8305.png;4;8;31;19;10
8305.png;2;8;42;19;10
8306.png;5;4;36;47;31
8307.png;5;27;88;56;31
8307.png;4;22;115;56;33
8308.png;3;10;32;22;10
8308.png;10;10;43;22;11
8308.png;10;9;54;22;11
8309.png;1;10;52;86;42
8310.png;1;5;26;22;7
8310.png;9;6;36;22;15
8311.png;3;3;39;128;55
8311.png;9;6;114;128;40
8312.png;4;12;45;28;16
8312.png;8;11;65;28;20
8313.png;9;27;80;55;23
8313.png;6;23;105;55;28
8314.png;4;13;84;58;33
8314.png;5;16;116;58;40
8315.png;3;3;20;17;11
8315.png;9;3;32;17;10
8316.png;1;1;25;26;9
8316.png;10;2;30;26;9
8316.png;8;1;38;26;12
8317.png;1;23;86;74;30
8318.png;1;10;41;35;11
8318.png;5;11;56;35;21
8319.png;4;6;35;42;19
8319.png;9;8;54;42;17
8320.png;2;1;43;38;22
8321.png;1;39;115;124;40
8321.png;6;27;161;124;32
8321.png;3;25;202;124;53
8322.png;3;5;29;28;13
8322.png;7;4;42;28;14
8323.png;1;14;50;27;6
8324.png;7;30;84;62;38
8324.png;10;37;116;62;35
8325.png;1;16;47;27;10
8325.png;4;13;56;27;11
8325.png;2;12;65;27;12
8326.png;4;9;42;34;21
8326.png;2;9;62;34;19
8327.png;1;5;28;33;13
8327.png;1;4;42;33;13
8327.png;8;7;54;33;11
8328.png;4;13;116;73;49
8329.png;3;5;44;42;23
8330.png;8;10;43;40;21
8330.png;1;6;65;40;14
8331.png;1;29;116;25;15
8331.png;4;25;126;25;17
8331.png;10;30;141;25;13
8332.png;1;3;16;16;5
8332.png;10;3;20;16;6
8332.png;7;2;27;16;7
8333.png;3;21;67;20;11
8333.png;7;24;74;20;10
8334.png;3;4;25;22;9
8334.png;7;4;33;22;6
8335.png;1;11;35;36;11
8335.png;10;13;45;36;13
8335.png;8;15;59;36;13
8335.png;5;16;71;36;16
8336.png;1;14;58;28;11
8336.png;2;14;70;28;15
8336.png;6;16;89;28;14
8337.png;8;6;42;30;16
8338.png;7;4;29;18;10
8338.png;6;6;38;18;11
8339.png;3;8;66;74;37
8339.png;6;1;103;74;40
8340.png;1;9;25;17;6
8340.png;4;9;33;17;8
8340.png;3;10;43;17;7
8341.png;2;11;36;16;8
8341.png;4;11;42;16;11
8342.png;2;75;136;42;18
8342.png;3;76;152;42;18
8343.png;7;13;65;54;39
8344.png;3;30;62;21;17
8344.png;4;29;76;21;13
8344.png;5;27;90;21;16
8345.png;2;6;40;44;17
8345.png;8;2;56;44;18
8346.png;8;10;42;38;22
8346.png;2;4;64;38;20
8347.png;1;12;49;28;11
8347.png;5;14;56;28;16
8347.png;9;17;68;28;13
8348.png;1;20;108;103;38
8348.png;5;14;139;103;45
8349.png;6;1;13;16;6
8349.png;3;1;20;16;5
8349.png;2;1;28;16;6
8350.png;9;5;34;31;16
8351.png;2;2;14;12;5
8351.png;4;1;20;12;6
8352.png;9;2;19;19;12
8352.png;9;2;33;19;12
8353.png;5;5;32;37;23
8353.png;3;5;56;37;22
8354.png;1;5;27;25;7
8354.png;7;7;30;25;10
8354.png;5;4;38;25;11
8355.png;3;24;100;36;13
8355.png;1;30;120;36;6
8356.png;1;29;99;65;25
8356.png;10;27;122;65;36
8356.png;8;19;155;65;39
8357.png;2;1;13;12;8
8357.png;1;1;21;12;6
8357.png;9;1;28;12;6
8357.png;10;1;35;12;7
8358.png;2;1;43;66;54
8359.png;4;1;50;50;19
8359.png;6;2;76;50;15
8360.png;6;3;33;35;25
8360.png;1;5;58;35;17
8361.png;1;6;17;20;10
8361.png;10;4;28;20;11
8361.png;3;3;39;20;10
8362.png;1;6;46;51;19
8362.png;10;6;63;51;33
8362.png;1;6;95;51;19
8363.png;1;23;127;34;17
8363.png;2;23;141;34;15
8363.png;3;24;155;34;18
8364.png;1;18;81;52;14
8364.png;10;16;98;52;32
8364.png;7;18;133;52;26
8365.png;2;11;41;32;12
8365.png;3;11;51;32;12
8366.png;1;16;44;20;5
8366.png;3;14;49;20;9
8366.png;1;15;54;20;8
8367.png;5;2;25;19;9
8368.png;4;27;64;39;17
8368.png;5;28;82;39;15
8369.png;2;1;16;16;5
8369.png;2;1;22;16;5
8369.png;7;1;27;16;5
8369.png;8;2;32;16;7
8370.png;4;6;34;22;15
8370.png;1;5;53;22;11
8370.png;6;5;64;22;18
8371.png;5;24;117;26;15
8371.png;6;17;130;26;16
8371.png;7;1;148;26;20
8372.png;2;3;48;43;12
8372.png;1;7;61;43;11
8372.png;8;6;73;43;13
8373.png;3;13;64;54;27
8373.png;3;7;88;54;22
8374.png;6;7;40;35;18
8375.png;5;6;37;36;19
8375.png;8;3;55;36;16
8376.png;5;15;55;29;23
8376.png;10;13;77;29;20
8376.png;1;16;94;29;16
8377.png;2;1;13;16;7
8377.png;9;1;19;16;8
8377.png;6;1;28;16;9
8378.png;6;1;14;16;8
8378.png;2;1;24;16;8
8378.png;6;1;33;16;9
8379.png;1;16;45;31;11
8379.png;1;13;55;31;9
8379.png;4;13;64;31;18
8380.png;9;1;25;31;19
8381.png;1;4;26;21;6
8381.png;3;6;32;21;7
8381.png;4;5;40;21;9
8382.png;1;8;46;46;14
8382.png;4;10;63;46;25
8383.png;3;3;33;37;21
8384.png;1;61;110;33;9
8384.png;3;66;120;33;10
8384.png;10;68;134;33;18
8385.png;2;13;64;57;19
8385.png;3;16;77;57;22
8386.png;5;9;56;46;20
8386.png;5;10;74;46;23
8387.png;3;3;19;18;9
8387.png;2;1;29;18;10
8388.png;3;18;62;61;28
8388.png;1;19;90;61;17
8388.png;1;17;104;61;20
8389.png;2;25;61;24;15
8389.png;7;24;71;24;15
8390.png;5;2;17;20;9
8390.png;10;4;26;20;9
8391.png;2;68;90;63;33
8391.png;10;41;125;63;31
8391.png;7;24;162;63;23
8392.png;3;4;38;40;20
8392.png;7;8;59;40;19
8393.png;3;2;20;20;9
8393.png;10;2;30;20;8
8394.png;8;1;34;29;14
8395.png;2;1;38;32;15
8396.png;2;8;33;26;13
8396.png;4;6;46;26;9
8397.png;3;9;68;68;39
8397.png;5;7;106;68;34
8398.png;1;29;76;35;9
8398.png;3;26;82;35;12
8399.png;5;36;116;41;23
8399.png;7;42;136;41;17
8399.png;6;43;150;41;23
8400.png;1;2;12;11;4
8400.png;1;2;22;11;5
8401.png;1;3;26;23;5
8401.png;7;5;32;23;9
8401.png;9;4;42;23;8
8402.png;6;5;44;48;24
8403.png;4;10;43;25;14
8403.png;2;9;54;25;15
8404.png;2;10;38;31;19
8404.png;8;11;57;31;19
8405.png;4;1;15;18;7
8405.png;1;1;22;18;7
8406.png;4;7;22;23;12
8406.png;8;6;35;23;12
8407.png;4;3;21;21;12
8407.png;10;3;34;21;14
8408.png;1;7;42;45;13
8408.png;1;7;56;45;16
8408.png;2;6;68;45;22
8409.png;1;2;19;21;8
8409.png;10;1;26;21;11
8409.png;4;2;35;21;10
8410.png;8;5;28;26;13
8411.png;6;16;62;43;14
8411.png;2;15;77;43;13
8412.png;1;6;29;23;11
8412.png;4;9;39;23;11
8412.png;5;7;48;23;15
8413.png;1;5;29;25;6
8413.png;5;4;40;25;12
8414.png;3;4;23;17;8
8414.png;3;4;32;17;10
8415.png;7;5;23;23;7
8415.png;6;7;30;23;7
8416.png;1;8;50;50;21
8416.png;5;12;70;50;25
8416.png;5;14;93;50;32
8417.png;1;9;38;31;8
8417.png;2;11;48;31;11
8418.png;1;8;32;34;10
8418.png;9;9;40;34;12
8419.png;1;20;36;33;13
8419.png;3;15;52;33;17
8419.png;5;12;71;33;19
8420.png;4;11;63;47;26
8420.png;1;18;89;47;22
8421.png;3;14;61;51;24
8421.png;6;24;89;51;23
8422.png;7;4;19;16;9
8422.png;8;4;28;16;9
8423.png;1;4;27;29;9
8423.png;9;4;34;29;13
8424.png;4;9;47;28;17
8424.png;7;12;56;28;17
8425.png;4;4;51;61;33
8425.png;8;5;80;61;32
8426.png;9;4;30;30;16
8426.png;9;5;49;30;18
8427.png;1;13;37;20;12
8428.png;4;1;27;29;11
8428.png;8;1;37;29;11
8429.png;2;14;75;43;15
8429.png;9;18;91;43;11
8429.png;7;13;106;43;11
8429.png;10;15;120;43;13
8430.png;5;3;26;19;9
8430.png;5;3;36;19;9
8431.png;2;5;32;25;4
8431.png;9;2;40;25;5
8431.png;10;5;49;25;6
8432.png;1;4;24;23;6
8432.png;3;4;33;23;10
8432.png;10;5;44;23;15
8433.png;8;2;21;22;10
8434.png;3;13;78;55;45
8434.png;7;26;122;55;25
8435.png;6;5;24;18;14
8435.png;7;4;41;18;12
8435.png;6;9;56;18;13
8436.png;1;10;57;57;26
8436.png;8;6;83;57;34
8437.png;2;18;67;36;20
8437.png;5;18;88;36;18
8438.png;3;13;52;38;19
8438.png;7;14;68;38;14
8439.png;2;57;110;38;16
8439.png;3;56;124;38;14
8439.png;4;54;139;38;18
8440.png;7;9;46;25;13
8440.png;7;9;61;25;14
8441.png;5;13;57;43;24
8442.png;3;6;44;52;38
8442.png;3;10;88;52;34
8443.png;2;2;18;21;12
8443.png;9;2;29;21;12
8444.png;3;1;22;24;11
8444.png;1;1;34;24;8
8445.png;1;11;31;12;5
8445.png;10;12;36;12;6
8445.png;4;12;43;12;6
8446.png;1;23;51;23;9
8446.png;3;23;60;23;11
8446.png;1;22;72;23;8
8447.png;3;3;26;28;14
8447.png;10;3;39;28;11
8448.png;1;15;66;38;20
8449.png;4;5;28;23;8
8449.png;10;6;36;23;7
8449.png;2;4;41;23;5
8450.png;8;1;23;21;13
8450.png;3;2;36;21;14
8451.png;3;10;45;60;29
8451.png;2;2;73;60;29
8452.png;1;31;111;38;24
8452.png;6;23;137;38;18
8452.png;10;6;153;38;27
8453.png;2;8;48;44;25
8453.png;4;8;71;44;24
8454.png;7;4;59;44;30
8455.png;9;5;27;21;10
8455.png;9;5;40;21;7
8456.png;2;18;50;50;19
8456.png;4;15;65;50;15
8456.png;6;8;77;50;21
8457.png;5;9;25;28;17
8457.png;5;3;38;28;17
8457.png;6;1;48;28;18
8458.png;2;4;27;24;9
8458.png;7;2;36;24;7
8459.png;1;2;15;13;5
8459.png;2;2;20;13;6
8459.png;2;2;26;13;6
8460.png;1;29;53;42;16
8460.png;2;20;65;42;18
8460.png;6;7;79;42;25
8461.png;4;2;26;29;16
8461.png;6;1;43;29;18
8462.png;6;12;35;15;13
8462.png;3;12;48;15;10
8463.png;2;3;49;52;27
8463.png;4;3;75;52;27
8463.png;9;6;104;52;26
8464.png;7;3;21;19;9
8464.png;2;2;31;19;10
8465.png;1;16;45;23;8
8465.png;9;16;52;23;10
8465.png;7;14;59;23;11
8466.png;5;5;21;14;7
8466.png;3;6;29;14;8
8467.png;7;21;64;25;12
8467.png;7;21;77;25;11
8467.png;6;19;89;25;11
8468.png;9;1;31;35;13
8468.png;8;4;45;35;17
8469.png;8;4;27;46;38
8470.png;5;1;17;23;11
8470.png;3;2;27;23;10
8471.png;2;11;56;58;34
8471.png;5;10;95;58;33
8472.png;1;1;14;16;8
8473.png;1;34;96;38;17
8473.png;9;35;110;38;21
8473.png;3;32;128;38;25
8474.png;7;11;41;33;7
8475.png;1;7;40;32;10
8475.png;6;6;53;32;19
8476.png;3;2;37;40;22
8477.png;3;3;17;17;7
8477.png;10;2;24;17;7
8478.png;7;1;14;11;7
8478.png;10;1;21;11;9
8479.png;6;19;139;89;50
8480.png;4;3;24;19;13
8480.png;2;2;36;19;13
8481.png;2;11;44;37;23
8481.png;6;11;67;37;21
8482.png;3;3;24;27;15
8483.png;2;4;29;36;11
8483.png;5;1;39;36;11
8484.png;1;5;28;18;5
8484.png;2;5;33;18;5
8484.png;4;4;40;18;7
8485.png;4;4;40;47;28
8485.png;2;4;66;47;31
8486.png;2;6;39;44;18
8486.png;7;7;55;44;15
8487.png;8;6;35;43;15
8488.png;7;9;35;24;9
8488.png;2;8;47;24;11
8489.png;1;4;28;25;14
8489.png;1;4;44;25;5
8489.png;1;5;50;25;7
8490.png;5;4;30;29;15
8491.png;4;9;51;39;24
8492.png;7;6;35;30;13
8492.png;9;9;47;30;15
8493.png;1;8;37;33;12
8493.png;10;8;50;33;17
8494.png;3;1;15;17;7
8494.png;2;1;22;17;7
8495.png;3;8;36;24;9
8495.png;7;8;43;24;14
8496.png;5;7;27;31;24
8497.png;7;1;30;37;14
8497.png;8;1;43;37;14
8498.png;5;8;38;40;18
8498.png;7;2;53;40;21
8499.png;3;6;23;19;9
8499.png;7;4;31;19;11
8500.png;7;1;19;23;11
8500.png;9;1;31;23;11
8501.png;6;3;18;20;10
8501.png;5;1;27;20;12
8502.png;1;5;19;12;4
8502.png;7;6;23;12;6
8503.png;3;8;24;16;9
8503.png;3;8;32;16;9
8504.png;1;19;47;15;7
8504.png;9;18;53;15;10
8504.png;1;16;61;15;8
8505.png;3;5;47;49;25
8505.png;9;10;72;49;25
8506.png;1;54;175;16;8
8506.png;2;56;181;16;11
8506.png;3;48;193;16;23
8507.png;1;27;80;32;12
8507.png;1;27;87;32;8
8508.png;1;23;92;34;14
8508.png;5;29;106;34;10
8508.png;8;33;117;34;12
8509.png;1;3;20;19;8
8509.png;6;3;28;19;12
8510.png;1;3;33;30;8
8510.png;4;3;40;30;16
8510.png;3;5;55;30;16
8511.png;1;19;57;40;10
8511.png;10;18;66;40;20
8511.png;7;15;86;40;10
8512.png;6;6;29;30;17
8512.png;2;4;48;30;12
8513.png;2;3;27;33;13
8513.png;3;4;37;33;12
8514.png;3;2;16;15;6
8514.png;7;2;22;15;7
8515.png;1;13;56;52;18
8515.png;1;12;76;52;21
8515.png;8;14;99;52;26
8516.png;7;13;52;39;18
8516.png;3;16;80;39;19
8517.png;4;11;54;44;23
8518.png;3;1;16;16;10
8518.png;9;1;26;16;11
8519.png;4;10;24;15;10
8520.png;2;16;49;44;19
8521.png;9;2;16;16;11
8521.png;7;3;27;16;12
8522.png;3;26;61;31;30
8522.png;6;12;92;31;27
8523.png;2;5;46;41;24
8523.png;1;8;70;41;16
8523.png;7;10;90;41;17
8523.png;9;9;112;41;24
8524.png;2;5;26;20;12
8524.png;4;5;37;20;13
8524.png;10;4;51;20;13
8525.png;7;5;26;19;10
8525.png;5;5;37;19;9
8526.png;1;5;23;20;7
8526.png;4;4;30;20;7
8527.png;5;1;27;26;14
8527.png;10;1;40;26;13
8528.png;3;8;79;81;51
8528.png;5;10;146;81;33
8529.png;3;1;16;17;10
8529.png;2;1;25;17;10
8529.png;9;1;33;17;10
8530.png;1;4;20;17;7
8530.png;9;4;28;17;12
8531.png;8;1;19;24;10
8531.png;1;1;32;24;4
8532.png;2;12;40;33;16
8532.png;10;6;58;33;11
8533.png;1;22;65;47;11
8533.png;6;18;76;47;14
8534.png;3;2;22;25;10
8534.png;5;2;32;25;9
8534.png;5;2;42;25;9
8535.png;7;34;89;50;36
8535.png;1;28;121;50;28
8535.png;7;22;143;50;34
8536.png;4;18;46;26;15
8536.png;8;13;58;26;18
8536.png;1;9;71;26;13
8537.png;1;6;30;28;12
8537.png;2;3;40;28;18
8537.png;8;1;53;28;16
8538.png;1;12;43;29;8
8538.png;8;7;52;29;13
8538.png;8;9;64;29;10
8539.png;2;10;46;45;27
8540.png;9;3;25;31;20
8540.png;1;5;43;31;9
8540.png;1;5;54;31;10
8541.png;7;10;41;27;19
8541.png;8;10;62;27;21
8542.png;3;7;103;117;41
8542.png;3;6;143;117;44
8543.png;4;6;23;19;9
8543.png;3;6;30;19;10
8544.png;2;4;29;24;14
8544.png;3;3;42;24;15
8544.png;3;5;56;24;14
8544.png;4;6;71;24;13
8545.png;3;3;20;19;11
8545.png;10;2;31;19;9
8546.png;2;5;33;24;11
8546.png;3;6;45;24;13
8547.png;2;14;55;36;19
8547.png;2;15;73;36;16
8548.png;3;49;168;29;15
8548.png;1;50;183;29;8
8549.png;2;3;18;22;12
8549.png;10;2;30;22;14
8550.png;1;7;58;63;21
8550.png;3;11;82;63;26
8551.png;8;8;43;37;18
8551.png;2;10;60;37;19
8552.png;2;1;12;17;9
8552.png;6;2;21;17;9
8553.png;1;4;17;14;4
8553.png;10;4;21;14;8
8554.png;2;8;49;58;35
8554.png;9;7;87;58;33
8555.png;3;1;13;15;9
8555.png;4;2;22;15;7
8556.png;1;13;35;37;18
8556.png;8;9;52;37;23
8557.png;3;49;172;46;24
8557.png;7;50;198;46;22
8558.png;4;2;18;17;10
8558.png;3;1;27;17;12
8559.png;3;4;36;38;15
8559.png;3;7;51;38;13
8560.png;1;10;45;43;18
8560.png;8;6;64;43;29
8561.png;1;10;30;23;8
8561.png;8;7;41;23;12
8561.png;3;10;53;23;14
8562.png;1;61;93;39;16
8562.png;5;40;122;39;22
8562.png;4;26;154;39;24
8563.png;4;2;21;24;9
8563.png;5;2;31;24;10
8564.png;5;11;45;27;14
8564.png;8;12;56;27;14
8564.png;5;12;69;27;11
8565.png;8;1;20;20;11
8566.png;1;21;85;52;18
8566.png;6;22;107;52;30
8567.png;9;5;25;16;8
8568.png;2;24;79;66;31
8568.png;4;18;113;66;22
8569.png;6;16;55;47;21
8569.png;6;15;80;47;26
8570.png;1;15;55;22;8
8570.png;10;15;62;22;8
8570.png;1;19;72;22;6
8570.png;6;18;78;22;10
8571.png;7;4;19;13;7
8571.png;5;3;26;13;7
8572.png;5;8;24;24;13
8572.png;3;5;37;24;10
8573.png;1;3;24;21;8
8573.png;8;4;32;21;10
8573.png;9;7;43;21;9
8574.png;1;1;15;15;5
8574.png;5;1;26;15;9
8574.png;7;1;37;15;5
8574.png;9;2;49;15;7
8575.png;1;1;10;13;6
8575.png;10;1;17;13;9
8576.png;7;1;56;72;32
8576.png;3;2;86;72;40
8577.png;2;6;39;40;22
8577.png;4;5;58;40;23
8578.png;1;5;36;41;15
8578.png;10;4;50;41;16
8579.png;4;10;53;41;16
8580.png;2;14;71;62;34
8580.png;4;10;106;62;28
8581.png;6;6;30;19;11
8582.png;7;10;31;19;9
8582.png;5;10;40;19;9
8583.png;2;7;49;39;20
8583.png;8;18;72;39;23
8583.png;9;22;95;39;20
8584.png;3;7;42;49;33
8585.png;3;13;54;38;26
8586.png;9;10;107;63;47
8587.png;3;53;122;47;39
8587.png;4;46;147;47;25
8587.png;6;27;170;47;32
8588.png;5;13;48;22;14
8588.png;10;14;62;22;9
8588.png;4;17;72;22;9
8589.png;3;6;25;15;8
8590.png;2;12;44;40;27
8591.png;3;6;29;25;14
8591.png;8;6;47;25;14
8592.png;9;4;54;57;22
8592.png;8;7;74;57;26
8593.png;3;3;57;44;16
8593.png;6;13;72;44;15
8593.png;10;26;85;44;19
8594.png;5;7;34;31;20
8595.png;3;28;69;39;18
8595.png;6;20;94;39;21
8596.png;1;35;84;41;18
8596.png;3;35;102;41;17
8596.png;10;28;123;41;19
8597.png;1;2;19;19;5
8597.png;4;2;23;19;8
8598.png;6;2;23;25;12
8598.png;3;3;33;25;12
8599.png;5;5;33;34;17
8600.png;9;7;28;17;10
8600.png;1;6;40;17;5
8601.png;1;12;42;26;10
8601.png;1;13;54;26;8
8602.png;2;10;41;28;15
8602.png;8;9;56;28;14
8603.png;6;6;30;27;12
8603.png;4;5;40;27;15
8604.png;5;3;24;23;13
8605.png;2;13;94;100;46
8605.png;8;13;143;100;34
8606.png;2;7;23;15;4
8606.png;3;5;28;15;7
8606.png;1;6;34;15;4
8606.png;8;6;39;15;7
8607.png;2;6;24;20;10
8607.png;3;6;34;20;8
8607.png;2;6;43;20;10
8608.png;2;5;38;41;24
8608.png;4;6;66;41;31
8609.png;5;14;44;42;18
8609.png;7;9;61;42;16
8610.png;3;1;18;17;5
8610.png;7;1;23;17;6
8611.png;7;2;19;20;8
8611.png;6;2;27;20;8
8612.png;8;6;44;45;26
8612.png;9;8;73;45;26
8613.png;1;3;21;15;5
8613.png;8;4;26;15;6
8613.png;6;3;33;15;4
8614.png;8;3;25;26;20
8615.png;6;7;39;41;18
8616.png;7;8;24;27;15
8616.png;10;6;39;27;11
8617.png;2;1;15;16;6
8617.png;5;1;21;16;7
8617.png;4;1;27;16;8
8618.png;3;2;28;34;12
8618.png;5;4;41;34;11
8619.png;2;1;44;41;26
8619.png;5;5;69;41;28
8619.png;3;6;98;41;15
8620.png;3;4;53;60;29
8620.png;9;3;80;60;21
8621.png;4;4;21;20;10
8621.png;2;5;31;20;10
8622.png;3;1;18;15;4
8622.png;10;2;21;15;8
8623.png;3;8;25;16;9
8624.png;2;2;24;25;14
8624.png;2;2;38;25;13
8625.png;4;6;22;14;11
8625.png;5;6;34;14;11
8626.png;1;58;96;82;45
8626.png;6;40;130;82;39
8626.png;10;27;161;82;48
8627.png;3;8;31;31;13
8627.png;5;7;47;31;13
8627.png;7;9;62;31;10
8628.png;3;12;55;34;11
8628.png;6;15;68;34;10
8628.png;1;18;78;34;14
8629.png;5;21;46;24;12
8629.png;10;16;58;24;11
8629.png;7;12;70;24;10
8630.png;7;16;65;57;19
8630.png;5;18;80;57;24
8631.png;2;14;50;29;16
8632.png;3;3;19;19;12
8633.png;4;4;35;35;16
8633.png;3;5;53;35;17
8634.png;3;11;48;38;22
8634.png;5;7;70;38;17
8634.png;1;10;87;38;13
8635.png;3;6;22;38;25
8636.png;3;7;28;23;9
8636.png;4;5;38;23;9
8637.png;1;1;21;23;7
8637.png;9;1;29;23;13
8638.png;2;3;15;15;7
8638.png;5;3;30;15;6
8638.png;4;3;39;15;8
8639.png;7;5;35;29;20
8640.png;4;6;39;38;15
8640.png;9;8;53;38;15
8641.png;10;8;68;34;20
8642.png;3;1;20;19;6
8642.png;7;1;26;19;11
8643.png;2;20;73;36;21
8643.png;10;19;97;36;15
8643.png;1;20;110;36;12
8644.png;3;7;36;34;9
8644.png;3;3;49;34;6
8645.png;2;8;39;25;16
8646.png;1;1;14;18;10
8646.png;4;1;25;18;12
8647.png;3;6;27;27;20
8647.png;4;6;47;27;20
8648.png;7;4;30;29;8
8648.png;10;4;37;29;9
8649.png;3;5;31;32;17
8649.png;5;10;49;32;20
8650.png;4;4;28;21;12
8651.png;9;4;57;38;16
8652.png;9;2;20;24;13
8652.png;3;2;32;24;13
8653.png;3;1;16;16;8
8653.png;4;1;23;16;7
8654.png;2;13;72;64;43
8654.png;7;23;116;64;40
8655.png;3;2;23;31;23
8655.png;4;3;46;31;20
8655.png;1;3;66;31;8
8655.png;9;0;74;31;20
8656.png;1;7;26;23;4
8656.png;8;6;31;23;9
8656.png;4;8;41;23;9
8657.png;8;3;25;20;11
8657.png;10;3;36;20;10
8658.png;1;26;97;77;35
8658.png;7;21;130;77;40
8658.png;3;21;168;77;45
8658.png;1;18;212;77;25
8659.png;1;8;35;30;9
8659.png;9;8;44;30;21
8659.png;4;8;63;30;19
8660.png;3;11;84;44;30
8660.png;3;9;108;44;30
8660.png;4;11;126;44;33
8661.png;3;10;38;26;9
8661.png;2;10;49;26;8
8661.png;7;8;57;26;11
8662.png;1;1;24;28;10
8662.png;3;1;34;28;18
8663.png;5;6;59;56;26
8664.png;9;7;43;41;17
8664.png;8;10;66;41;16
